date,description,amount,source_account,raw_category
2026-01-12,Client payment,5007.91,Checking,Sales Income
2026-01-12,Software subscription,-195.99,Operating Checking,Hosting
2026-01-12,Retainer payment,7785.86,Checking,Sales Income
2026-01-13,Hosting,-165.38,Checking,Hosting
2026-01-13,Insurance premium,-724.99,Business Checking,Insurance
2026-01-13,Cloud services,-402.97,Checking,Hosting
2026-01-13,Retainer payment,1938.54,Checking,Sales Income
2026-01-14,Invoice paid,4529.24,Operating Checking,Sales Income
2026-01-15,Retainer payment,6595.35,Business Checking,Sales Income
2026-01-15,Invoice paid,4718.53,Business Checking,Sales Income
2026-01-16,Wages,-2788.88,Checking,Payroll
2026-01-16,Project deposit,6012.24,Business Checking,Sales Income
2026-01-17,Project deposit,7387.18,Business Checking,Sales Income
2026-01-17,Insurance premium,-828.02,Operating Checking,Insurance
2026-01-17,Shop supplies,-99.23,Business Checking,Supplies
2026-01-17,Insurance premium,-839.81,Operating Checking,Insurance
2026-01-18,Invoice paid,7966.03,Business Checking,Sales Income
2026-01-18,Shop supplies,-138.31,Operating Checking,Supplies
2026-01-19,Ads spend,-434.03,Business Checking,Marketing
2026-01-20,Team lunch,-154.36,Operating Checking,Meals
2026-01-20,Ads spend,-389.76,Business Checking,Marketing
2026-01-22,Supplies,-52.74,Checking,Supplies
2026-01-22,Client payment,2651.65,Operating Checking,Sales Income
2026-01-22,Fuel,-222.11,Operating Checking,Fuel
2026-01-22,Meals,-53.53,Business Checking,Meals
2026-01-23,Payroll,-3459.97,Business Checking,Payroll
2026-01-23,Team lunch,-115.69,Checking,Meals
2026-01-23,Project deposit,6951.72,Business Checking,Sales Income
2026-01-23,Retainer payment,6063.9,Operating Checking,Sales Income
2026-01-24,Team lunch,-124.7,Business Checking,Meals
2026-01-24,Team lunch,-53.65,Checking,Meals
2026-01-24,Meals,-63.26,Checking,Meals
2026-01-25,Fuel,-146.24,Checking,Fuel
2026-01-26,Project deposit,1441.1,Business Checking,Sales Income
2026-01-27,Fuel,-150.65,Checking,Fuel
2026-01-27,Materials,-111.66,Checking,Supplies
2026-01-28,Marketing,-439.49,Business Checking,Marketing
2026-01-28,Invoice paid,5033.18,Business Checking,Sales Income
2026-01-28,Ads spend,-83.73,Operating Checking,Marketing
2026-01-29,Retainer payment,2320.94,Checking,Sales Income
2026-01-29,Invoice paid,3729.08,Business Checking,Sales Income
2026-01-30,Invoice paid,3703.91,Business Checking,Sales Income
2026-01-30,Invoice paid,5687.53,Checking,Sales Income
2026-01-30,Marketing,-425.48,Checking,Marketing
2026-01-30,Payroll run,-2085.87,Operating Checking,Payroll
2026-01-31,Gas,-169.25,Checking,Fuel
2026-01-31,Insurance premium,-792.71,Operating Checking,Insurance
2026-01-31,Retainer payment,4951.03,Operating Checking,Sales Income
2026-02-01,Fuel,-178.89,Checking,Fuel
2026-02-01,Rent,-1009.24,Business Checking,Rent
2026-02-03,Meals,-88.82,Checking,Meals
2026-02-03,Client payment,5034.5,Business Checking,Sales Income
2026-02-03,Retainer payment,5096.72,Business Checking,Sales Income
2026-02-04,Cloud services,-261.16,Checking,Hosting
2026-02-06,Project deposit,5059.74,Operating Checking,Sales Income
2026-02-06,Payroll run,-1812.01,Business Checking,Payroll
2026-02-06,Retainer payment,2810.73,Operating Checking,Sales Income
2026-02-07,Hosting,-234.2,Business Checking,Hosting
2026-02-07,Software subscription,-331.61,Checking,Hosting
2026-02-08,Client payment,5611.78,Operating Checking,Sales Income
2026-02-09,Ads spend,-120.05,Operating Checking,Marketing
2026-02-09,Insurance premium,-795.51,Operating Checking,Insurance
2026-02-10,Invoice paid,3669.13,Checking,Sales Income
2026-02-10,Shop supplies,-474.83,Operating Checking,Supplies
2026-02-10,Project deposit,1545.32,Checking,Sales Income
2026-02-12,Shop supplies,-274.08,Business Checking,Supplies
2026-02-12,Shop supplies,-475.76,Operating Checking,Supplies
2026-02-12,Marketing,-481.37,Operating Checking,Marketing
2026-02-13,Project deposit,3649.11,Business Checking,Sales Income
2026-02-13,Software subscription,-412.79,Operating Checking,Hosting
2026-02-13,Shop supplies,-95.0,Business Checking,Supplies
2026-02-13,Client payment,1147.41,Checking,Sales Income
2026-02-13,Payroll,-1758.59,Business Checking,Payroll
2026-02-14,Insurance premium,-492.72,Business Checking,Insurance
2026-02-14,Fuel,-135.48,Checking,Fuel
2026-02-14,Fuel,-208.13,Operating Checking,Fuel
2026-02-15,Fuel,-302.05,Checking,Fuel
2026-02-15,Fuel,-104.75,Business Checking,Fuel
2026-02-15,Project deposit,2233.14,Checking,Sales Income
2026-02-16,Insurance premium,-575.07,Business Checking,Insurance
2026-02-16,Insurance premium,-502.67,Operating Checking,Insurance
2026-02-16,Project deposit,1223.2,Checking,Sales Income
2026-02-16,Invoice paid,5421.16,Operating Checking,Sales Income
2026-02-17,Client payment,1189.1,Business Checking,Sales Income
2026-02-17,Retainer payment,4074.25,Business Checking,Sales Income
2026-02-18,Software subscription,-296.87,Business Checking,Hosting
2026-02-18,Invoice paid,4189.82,Operating Checking,Sales Income
2026-02-19,Invoice paid,1658.23,Operating Checking,Sales Income
2026-02-19,Shop supplies,-561.77,Business Checking,Supplies
2026-02-19,Fuel,-73.65,Operating Checking,Fuel
2026-02-19,Fuel,-175.64,Business Checking,Fuel
2026-02-19,Invoice paid,1623.89,Business Checking,Sales Income
2026-02-20,Insurance premium,-314.3,Operating Checking,Insurance
2026-02-20,Payroll run,-3548.83,Checking,Payroll
2026-02-22,Project deposit,5128.48,Business Checking,Sales Income
2026-02-22,Cloud services,-462.75,Checking,Hosting
2026-02-22,Insurance premium,-508.23,Checking,Insurance
2026-02-23,Invoice paid,2102.98,Business Checking,Sales Income
2026-02-23,Client payment,5457.1,Business Checking,Sales Income
2026-02-23,Insurance premium,-658.21,Business Checking,Insurance
2026-02-24,Supplies,-290.45,Checking,Supplies
2026-02-24,Gas,-262.89,Operating Checking,Fuel
2026-02-24,Insurance premium,-848.53,Business Checking,Insurance
2026-02-24,Invoice paid,4135.72,Checking,Sales Income
2026-02-24,Project deposit,1767.48,Business Checking,Sales Income
2026-02-25,Project deposit,1992.81,Business Checking,Sales Income
2026-02-25,Retainer payment,1385.89,Operating Checking,Sales Income
2026-02-26,Ads spend,-178.63,Checking,Marketing
2026-02-27,Supplies,-404.4,Business Checking,Supplies
2026-02-27,Wages,-1389.26,Business Checking,Payroll
2026-03-01,Team lunch,-136.61,Checking,Meals
2026-03-01,Materials,-311.62,Operating Checking,Supplies
2026-03-01,Rent,-1416.13,Checking,Rent
2026-03-01,Marketing,-854.63,Business Checking,Marketing
2026-03-02,Insurance premium,-647.52,Business Checking,Insurance
2026-03-02,Invoice paid,3628.99,Business Checking,Sales Income
2026-03-02,Retainer payment,4583.33,Business Checking,Sales Income
2026-03-04,Invoice paid,3473.04,Business Checking,Sales Income
2026-03-04,Insurance premium,-245.44,Checking,Insurance
2026-03-04,Ads spend,-764.16,Checking,Marketing
2026-03-04,Client payment,1053.14,Checking,Sales Income
2026-03-04,Ads spend,-134.45,Business Checking,Marketing
2026-03-05,Retainer payment,4384.81,Operating Checking,Sales Income
2026-03-05,Retainer payment,5616.54,Checking,Sales Income
2026-03-06,Marketing,-718.81,Operating Checking,Marketing
2026-03-06,Payroll run,-4416.79,Operating Checking,Payroll
2026-03-06,Supplies,-188.48,Checking,Supplies
2026-03-06,Retainer payment,4106.68,Operating Checking,Sales Income
2026-03-07,Hosting,-376.62,Business Checking,Hosting
2026-03-08,Project deposit,4413.82,Operating Checking,Sales Income
2026-03-09,Gas,-114.67,Business Checking,Fuel
2026-03-09,Software subscription,-150.99,Business Checking,Hosting
2026-03-09,Retainer payment,4180.87,Checking,Sales Income
2026-03-10,Gas,-206.89,Business Checking,Fuel
2026-03-10,Ads spend,-701.63,Checking,Marketing
2026-03-10,Gas,-201.48,Operating Checking,Fuel
2026-03-11,Retainer payment,2010.94,Operating Checking,Sales Income
2026-03-11,Invoice paid,2094.55,Checking,Sales Income
2026-03-13,Wages,-2604.04,Checking,Payroll
2026-03-14,Marketing,-414.19,Operating Checking,Marketing
2026-03-14,Client payment,4725.37,Checking,Sales Income
2026-03-14,Shop supplies,-262.05,Checking,Supplies
2026-03-14,Team lunch,-86.26,Business Checking,Meals
2026-03-15,Software subscription,-407.07,Business Checking,Hosting
2026-03-15,Meals,-58.55,Business Checking,Meals
2026-03-15,Insurance premium,-141.19,Checking,Insurance
2026-03-16,Gas,-265.77,Business Checking,Fuel
2026-03-16,Supplies,-441.8,Checking,Supplies
2026-03-16,Invoice paid,3053.76,Business Checking,Sales Income
2026-03-17,Project deposit,2393.34,Operating Checking,Sales Income
2026-03-17,Client payment,4681.78,Business Checking,Sales Income
2026-03-18,Insurance premium,-625.27,Checking,Insurance
2026-03-18,Client payment,3604.06,Business Checking,Sales Income
2026-03-18,Supplies,-411.02,Operating Checking,Supplies
2026-03-19,Ads spend,-261.37,Operating Checking,Marketing
2026-03-19,Gas,-314.56,Business Checking,Fuel
2026-03-19,Invoice paid,3480.62,Operating Checking,Sales Income
2026-03-19,Retainer payment,6088.36,Business Checking,Sales Income
2026-03-20,Client payment,2195.49,Operating Checking,Sales Income
2026-03-20,Wages,-2840.38,Checking,Payroll
2026-03-20,Insurance premium,-951.77,Business Checking,Insurance
2026-03-20,Cloud services,-192.93,Business Checking,Hosting
2026-03-20,Supplies,-455.65,Operating Checking,Supplies
2026-03-21,Gas,-141.56,Checking,Fuel
2026-03-21,Hosting,-313.7,Operating Checking,Hosting
2026-03-22,Meals,-52.74,Operating Checking,Meals
2026-03-22,Supplies,-172.47,Business Checking,Supplies
2026-03-22,Fuel,-83.97,Checking,Fuel
2026-03-23,Gas,-181.57,Operating Checking,Fuel
2026-03-23,Marketing,-60.46,Operating Checking,Marketing
2026-03-23,Gas,-219.42,Business Checking,Fuel
2026-03-24,Invoice paid,5537.78,Operating Checking,Sales Income
2026-03-24,Project deposit,1017.79,Operating Checking,Sales Income
2026-03-24,Cloud services,-301.97,Operating Checking,Hosting
2026-03-25,Invoice paid,885.97,Operating Checking,Sales Income
2026-03-25,Project deposit,3669.4,Business Checking,Sales Income
2026-03-26,Project deposit,2814.35,Checking,Sales Income
2026-03-27,Insurance premium,-312.64,Operating Checking,Insurance
2026-03-27,Insurance premium,-371.92,Business Checking,Insurance
2026-03-27,Marketing,-338.05,Operating Checking,Marketing
2026-03-27,Payroll,-3130.26,Operating Checking,Payroll
2026-03-28,Hosting,-381.37,Business Checking,Hosting
2026-03-28,Invoice paid,5515.45,Checking,Sales Income
2026-03-29,Insurance premium,-823.26,Operating Checking,Insurance
2026-03-29,Project deposit,1574.22,Operating Checking,Sales Income
2026-03-30,Hosting,-369.05,Checking,Hosting
2026-03-30,Client payment,3441.91,Operating Checking,Sales Income
2026-03-30,Fuel,-202.36,Operating Checking,Fuel
2026-03-31,Gas,-143.72,Operating Checking,Fuel
2026-03-31,Cloud services,-255.59,Business Checking,Hosting
2026-03-31,Retainer payment,2778.9,Business Checking,Sales Income
2026-03-31,Invoice paid,1926.31,Operating Checking,Sales Income
2026-04-01,Team lunch,-116.03,Checking,Meals
2026-04-01,Marketing,-264.89,Checking,Marketing
2026-04-01,Rent,-1570.4,Checking,Rent
2026-04-01,Team lunch,-148.27,Operating Checking,Meals
2026-04-02,Gas,-95.48,Business Checking,Fuel
2026-04-02,Retainer payment,6741.38,Operating Checking,Sales Income
2026-04-03,Meals,-138.71,Checking,Meals
2026-04-03,Client payment,2003.47,Operating Checking,Sales Income
2026-04-03,Payroll run,-3863.08,Business Checking,Payroll
2026-04-03,Team lunch,-53.71,Business Checking,Meals
2026-04-03,Insurance premium,-250.51,Checking,Insurance
2026-04-05,Fuel,-198.8,Business Checking,Fuel
2026-04-05,Insurance premium,-361.31,Business Checking,Insurance
2026-04-05,Invoice paid,4656.65,Checking,Sales Income
2026-04-05,Marketing,-623.75,Checking,Marketing
2026-04-06,Cloud services,-93.01,Operating Checking,Hosting
2026-04-06,Project deposit,4844.11,Business Checking,Sales Income
2026-04-07,Materials,-364.73,Business Checking,Supplies
2026-04-07,Shop supplies,-582.49,Business Checking,Supplies
2026-04-07,Team lunch,-119.92,Business Checking,Meals
2026-04-07,Project deposit,6188.32,Operating Checking,Sales Income
2026-04-07,Invoice paid,4956.88,Checking,Sales Income
2026-04-08,Fuel,-37.8,Operating Checking,Fuel
2026-04-08,Retainer payment,8586.27,Operating Checking,Sales Income
2026-04-08,Gas,-131.93,Checking,Fuel
2026-04-08,Fuel,-159.34,Business Checking,Fuel
2026-04-09,Invoice paid,7424.13,Checking,Sales Income
2026-04-10,Shop supplies,-322.05,Business Checking,Supplies
2026-04-10,Insurance premium,-314.92,Operating Checking,Insurance
2026-04-10,Client payment,2666.4,Checking,Sales Income
2026-04-10,Materials,-176.21,Business Checking,Supplies
2026-04-10,Project deposit,3320.55,Operating Checking,Sales Income
2026-04-10,Payroll,-2844.64,Operating Checking,Payroll
2026-04-11,Retainer payment,3322.65,Checking,Sales Income
2026-04-11,Gas,-64.24,Business Checking,Fuel
2026-04-12,Materials,-584.09,Operating Checking,Supplies
2026-04-12,Software subscription,-136.3,Checking,Hosting
2026-04-13,Client payment,6636.09,Operating Checking,Sales Income
2026-04-13,Meals,-16.35,Checking,Meals
2026-04-13,Cloud services,-262.62,Operating Checking,Hosting
2026-04-13,Gas,-243.22,Operating Checking,Fuel
2026-04-15,Client payment,7250.09,Business Checking,Sales Income
2026-04-16,Invoice paid,8957.38,Operating Checking,Sales Income
2026-04-16,Software subscription,-125.13,Checking,Hosting
2026-04-16,Client payment,6935.52,Business Checking,Sales Income
2026-04-16,Insurance premium,-721.56,Checking,Insurance
2026-04-16,Materials,-135.51,Operating Checking,Supplies
2026-04-17,Insurance premium,-618.05,Operating Checking,Insurance
2026-04-17,Payroll,-3198.02,Operating Checking,Payroll
2026-04-17,Meals,-135.16,Operating Checking,Meals
2026-04-17,Team lunch,-173.6,Checking,Meals
2026-04-18,Cloud services,-167.31,Operating Checking,Hosting
2026-04-19,Gas,-189.94,Checking,Fuel
2026-04-20,Retainer payment,7311.11,Business Checking,Sales Income
2026-04-20,Project deposit,5850.46,Checking,Sales Income
2026-04-21,Client payment,8460.62,Checking,Sales Income
2026-04-21,Shop supplies,-312.45,Business Checking,Supplies
2026-04-22,Insurance premium,-301.49,Operating Checking,Insurance
2026-04-22,Project deposit,6850.31,Checking,Sales Income
2026-04-22,Retainer payment,2705.13,Operating Checking,Sales Income
2026-04-22,Meals,-40.4,Checking,Meals
2026-04-23,Invoice paid,8332.9,Checking,Sales Income
2026-04-23,Retainer payment,5342.87,Operating Checking,Sales Income
2026-04-23,Team lunch,-87.19,Business Checking,Meals
2026-04-23,Gas,-120.78,Operating Checking,Fuel
2026-04-23,Meals,-95.87,Business Checking,Meals
2026-04-24,Retainer payment,1694.07,Checking,Sales Income
2026-04-24,Meals,-45.61,Business Checking,Meals
2026-04-24,Retainer payment,5287.74,Business Checking,Sales Income
2026-04-24,Fuel,-240.64,Operating Checking,Fuel
2026-04-24,Wages,-3658.26,Operating Checking,Payroll
2026-04-24,Software subscription,-367.09,Operating Checking,Hosting
2026-04-25,Client payment,2061.62,Checking,Sales Income
2026-04-25,Ads spend,-262.35,Business Checking,Marketing
2026-04-26,Supplies,-527.26,Checking,Supplies
2026-04-26,Client payment,2694.61,Business Checking,Sales Income
2026-04-27,Retainer payment,1673.46,Operating Checking,Sales Income
2026-04-27,Supplies,-402.06,Operating Checking,Supplies
2026-04-27,Client payment,7395.15,Business Checking,Sales Income
2026-04-27,Team lunch,-95.84,Checking,Meals
2026-04-27,Fuel,-93.49,Checking,Fuel
2026-04-28,Software subscription,-429.5,Checking,Hosting
2026-04-28,Marketing,-80.49,Operating Checking,Marketing
2026-04-29,Invoice paid,3140.35,Business Checking,Sales Income
2026-04-29,Marketing,-339.0,Business Checking,Marketing
2026-04-29,Retainer payment,7043.72,Business Checking,Sales Income
2026-04-30,Retainer payment,5697.2,Business Checking,Sales Income
2026-04-30,Client payment,6388.89,Checking,Sales Income
2026-05-01,Rent,-1657.04,Business Checking,Rent
2026-05-01,Ads spend,-798.83,Operating Checking,Marketing
2026-05-01,Wages,-3577.38,Operating Checking,Payroll
2026-05-01,Project deposit,5490.63,Operating Checking,Sales Income
2026-05-02,Team lunch,-86.05,Business Checking,Meals
2026-05-02,Retainer payment,4690.5,Checking,Sales Income
2026-05-02,Ads spend,-744.61,Operating Checking,Marketing
2026-05-02,Supplies,-348.81,Operating Checking,Supplies
2026-05-03,Invoice paid,5846.95,Operating Checking,Sales Income
2026-05-04,Invoice paid,8878.28,Operating Checking,Sales Income
2026-05-05,Invoice paid,7614.23,Checking,Sales Income
2026-05-05,Project deposit,1494.34,Checking,Sales Income
2026-05-06,Fuel,-132.28,Checking,Fuel
2026-05-06,Client payment,7526.38,Business Checking,Sales Income
2026-05-07,Fuel,-245.12,Operating Checking,Fuel
2026-05-07,Retainer payment,3543.07,Checking,Sales Income
2026-05-07,Meals,-130.97,Business Checking,Meals
2026-05-07,Project deposit,7284.95,Operating Checking,Sales Income
2026-05-07,Marketing,-738.41,Business Checking,Marketing
2026-05-08,Payroll run,-3839.38,Operating Checking,Payroll
2026-05-09,Client payment,1622.2,Operating Checking,Sales Income
2026-05-10,Fuel,-168.14,Checking,Fuel
2026-05-11,Insurance premium,-707.22,Checking,Insurance
2026-05-11,Insurance premium,-346.03,Checking,Insurance
2026-05-11,Materials,-218.3,Business Checking,Supplies
2026-05-11,Retainer payment,1863.62,Business Checking,Sales Income
2026-05-11,Retainer payment,1584.63,Operating Checking,Sales Income
2026-05-12,Supplies,-301.53,Operating Checking,Supplies
2026-05-12,Invoice paid,6287.54,Business Checking,Sales Income
2026-05-13,Materials,-66.2,Operating Checking,Supplies
2026-05-13,Client payment,8408.28,Checking,Sales Income
2026-05-13,Retainer payment,6439.63,Operating Checking,Sales Income
2026-05-14,Retainer payment,7608.36,Business Checking,Sales Income
2026-05-14,Client payment,2337.38,Checking,Sales Income
2026-05-14,Hosting,-364.78,Operating Checking,Hosting
2026-05-14,Shop supplies,-209.42,Business Checking,Supplies
2026-05-15,Payroll run,-1799.06,Checking,Payroll
2026-05-17,Project deposit,4875.28,Checking,Sales Income
2026-05-17,Fuel,-38.64,Operating Checking,Fuel
2026-05-18,Materials,-339.19,Business Checking,Supplies
2026-05-18,Invoice paid,6059.73,Business Checking,Sales Income
2026-05-19,Client payment,5747.44,Operating Checking,Sales Income
2026-05-20,Software subscription,-185.09,Business Checking,Hosting
2026-05-20,Client payment,1614.06,Checking,Sales Income
2026-05-21,Shop supplies,-588.38,Business Checking,Supplies
2026-05-21,Software subscription,-188.22,Operating Checking,Hosting
2026-05-21,Team lunch,-59.77,Checking,Meals
2026-05-22,Payroll run,-3911.62,Business Checking,Payroll
2026-05-23,Marketing,-775.09,Checking,Marketing
2026-05-24,Project deposit,3042.4,Checking,Sales Income
2026-05-24,Fuel,-164.83,Checking,Fuel
2026-05-24,Gas,-216.34,Business Checking,Fuel
2026-05-25,Retainer payment,2270.63,Business Checking,Sales Income
2026-05-25,Insurance premium,-814.51,Business Checking,Insurance
2026-05-25,Invoice paid,8692.72,Operating Checking,Sales Income
2026-05-25,Gas,-94.78,Operating Checking,Fuel
2026-05-26,Invoice paid,4703.52,Checking,Sales Income
2026-05-26,Ads spend,-164.56,Business Checking,Marketing
2026-05-27,Invoice paid,6570.55,Operating Checking,Sales Income
2026-05-27,Marketing,-456.02,Checking,Marketing
2026-05-28,Meals,-168.95,Operating Checking,Meals
2026-05-29,Wages,-2872.02,Checking,Payroll
2026-05-29,Fuel,-257.47,Business Checking,Fuel
2026-05-30,Insurance premium,-869.73,Operating Checking,Insurance
2026-05-30,Team lunch,-169.07,Checking,Meals
2026-06-01,Marketing,-427.75,Business Checking,Marketing
2026-06-01,Supplies,-142.0,Operating Checking,Supplies
2026-06-01,Rent,-1059.41,Business Checking,Rent
2026-06-02,Insurance premium,-440.64,Checking,Insurance
2026-06-02,Shop supplies,-282.45,Operating Checking,Supplies
2026-06-02,Meals,-109.96,Operating Checking,Meals
2026-06-03,Client payment,6447.06,Operating Checking,Sales Income
2026-06-04,Insurance premium,-590.88,Checking,Insurance
2026-06-04,Cloud services,-130.97,Business Checking,Hosting
2026-06-04,Client payment,3922.16,Business Checking,Sales Income
2026-06-04,Supplies,-406.67,Checking,Supplies
2026-06-05,Payroll run,-3065.4,Business Checking,Payroll
2026-06-05,Hosting,-222.39,Checking,Hosting
2026-06-05,Insurance premium,-537.28,Business Checking,Insurance
2026-06-05,Client payment,4855.84,Business Checking,Sales Income
2026-06-05,Client payment,3799.53,Checking,Sales Income
2026-06-06,Insurance premium,-387.42,Operating Checking,Insurance
2026-06-06,Insurance premium,-224.87,Business Checking,Insurance
2026-06-07,Insurance premium,-690.59,Checking,Insurance
2026-06-08,Client payment,3350.7,Checking,Sales Income
2026-06-08,Marketing,-678.04,Operating Checking,Marketing
2026-06-09,Software subscription,-155.28,Business Checking,Hosting
2026-06-09,Marketing,-650.22,Operating Checking,Marketing
2026-06-09,Meals,-131.78,Checking,Meals
2026-06-10,Invoice paid,7179.11,Business Checking,Sales Income
2026-06-10,Team lunch,-67.4,Business Checking,Meals
2026-06-10,Marketing,-458.15,Operating Checking,Marketing
2026-06-10,Marketing,-301.91,Operating Checking,Marketing
2026-06-10,Invoice paid,7196.56,Checking,Sales Income
2026-06-11,Retainer payment,3242.6,Operating Checking,Sales Income
2026-06-12,Cloud services,-279.31,Checking,Hosting
2026-06-12,Retainer payment,4573.35,Business Checking,Sales Income
2026-06-12,Payroll,-2771.42,Checking,Payroll
2026-06-13,Retainer payment,2749.91,Operating Checking,Sales Income
2026-06-14,Shop supplies,-99.22,Operating Checking,Supplies
2026-06-14,Marketing,-232.73,Checking,Marketing
2026-06-14,Insurance premium,-163.74,Checking,Insurance
2026-06-15,Client payment,7541.1,Checking,Sales Income
2026-06-15,Software subscription,-294.11,Operating Checking,Hosting
2026-06-16,Meals,-116.19,Operating Checking,Meals
2026-06-16,Materials,-105.99,Business Checking,Supplies
2026-06-16,Meals,-99.48,Checking,Meals
2026-06-16,Retainer payment,3346.21,Checking,Sales Income
2026-06-17,Marketing,-324.29,Business Checking,Marketing
2026-06-17,Cloud services,-303.31,Operating Checking,Hosting
2026-06-17,Ads spend,-88.82,Checking,Marketing
2026-06-19,Wages,-2622.69,Business Checking,Payroll
2026-06-19,Project deposit,6163.0,Operating Checking,Sales Income
2026-06-20,Ads spend,-424.78,Operating Checking,Marketing
2026-06-20,Gas,-156.81,Checking,Fuel
2026-06-21,Meals,-56.64,Checking,Meals
2026-06-22,Client payment,5470.73,Business Checking,Sales Income
2026-06-23,Ads spend,-719.32,Checking,Marketing
2026-06-23,Invoice paid,3534.54,Checking,Sales Income
2026-06-24,Meals,-55.32,Operating Checking,Meals
2026-06-24,Project deposit,4636.96,Checking,Sales Income
2026-06-25,Retainer payment,3419.65,Business Checking,Sales Income
2026-06-25,Client payment,5073.83,Checking,Sales Income
2026-06-26,Shop supplies,-347.08,Operating Checking,Supplies
2026-06-26,Payroll run,-1603.84,Business Checking,Payroll
2026-06-26,Insurance premium,-658.36,Business Checking,Insurance
2026-06-26,Insurance premium,-667.67,Operating Checking,Insurance
2026-06-27,Ads spend,-57.63,Operating Checking,Marketing
2026-06-27,Ads spend,-534.35,Business Checking,Marketing
2026-06-28,Gas,-232.02,Operating Checking,Fuel
2026-06-29,Gas,-200.8,Operating Checking,Fuel
2026-06-29,Materials,-330.51,Business Checking,Supplies
2026-06-29,Hosting,-237.52,Operating Checking,Hosting
2026-06-29,Project deposit,6902.79,Checking,Sales Income
2026-06-30,Hosting,-219.78,Operating Checking,Hosting
2026-06-30,Project deposit,6221.74,Operating Checking,Sales Income
2026-06-30,Supplies,-80.58,Checking,Supplies
2026-06-30,Project deposit,2161.63,Operating Checking,Sales Income
2026-07-01,Materials,-397.47,Operating Checking,Supplies
2026-07-01,Rent,-1003.45,Checking,Rent
2026-07-01,Client payment,7150.97,Checking,Sales Income
2026-07-01,Client payment,3263.09,Business Checking,Sales Income
2026-07-02,Client payment,4357.47,Checking,Sales Income
2026-07-03,Supplies,-188.56,Operating Checking,Supplies
2026-07-03,Wages,-2485.56,Business Checking,Payroll
2026-07-03,Retainer payment,4816.58,Business Checking,Sales Income
2026-07-03,Cloud services,-264.33,Business Checking,Hosting
2026-07-04,Project deposit,2128.23,Checking,Sales Income
2026-07-06,Ads spend,-281.46,Operating Checking,Marketing
2026-07-07,Marketing,-210.26,Operating Checking,Marketing
2026-07-07,Ads spend,-647.26,Checking,Marketing
2026-07-08,Client payment,7421.11,Checking,Sales Income
2026-07-09,Cloud services,-100.68,Checking,Hosting
2026-07-09,Fuel,-106.02,Business Checking,Fuel
2026-07-09,Client payment,6761.28,Operating Checking,Sales Income
2026-07-09,Client payment,5065.88,Business Checking,Sales Income
2026-07-09,Team lunch,-102.02,Business Checking,Meals
2026-07-10,Client payment,4262.05,Checking,Sales Income
2026-07-10,Payroll run,-2344.34,Operating Checking,Payroll
2026-07-10,Ads spend,-219.19,Operating Checking,Marketing
2026-07-10,Insurance premium,-270.65,Checking,Insurance
2026-07-10,Shop supplies,-384.55,Operating Checking,Supplies
2026-07-11,Software subscription,-207.09,Checking,Hosting
2026-07-11,Fuel,-214.65,Business Checking,Fuel
2026-07-11,Client payment,4984.17,Operating Checking,Sales Income
2026-07-11,Cloud services,-189.03,Checking,Hosting
2026-07-12,Insurance premium,-522.56,Business Checking,Insurance
2026-07-12,Software subscription,-185.46,Business Checking,Hosting
2026-07-12,Materials,-306.06,Operating Checking,Supplies
2026-07-12,Retainer payment,6585.88,Business Checking,Sales Income
2026-07-13,Marketing,-513.54,Business Checking,Marketing
2026-07-13,Team lunch,-25.07,Checking,Meals
2026-07-13,Project deposit,5264.45,Business Checking,Sales Income
2026-07-13,Retainer payment,1765.53,Checking,Sales Income
2026-07-14,Insurance premium,-156.86,Business Checking,Insurance
2026-07-14,Client payment,5607.82,Checking,Sales Income
2026-07-14,Ads spend,-565.66,Operating Checking,Marketing
2026-07-15,Shop supplies,-481.66,Checking,Supplies
2026-07-16,Project deposit,7239.53,Business Checking,Sales Income
2026-07-16,Invoice paid,4219.06,Business Checking,Sales Income
2026-07-16,Insurance premium,-480.94,Business Checking,Insurance
2026-07-17,Client payment,7125.96,Checking,Sales Income
2026-07-17,Ads spend,-50.48,Checking,Marketing
2026-07-17,Fuel,-46.38,Checking,Fuel
2026-07-17,Project deposit,5011.41,Checking,Sales Income
2026-07-17,Wages,-3224.74,Operating Checking,Payroll
2026-07-17,Team lunch,-159.41,Checking,Meals
2026-07-18,Team lunch,-101.14,Business Checking,Meals
2026-07-18,Insurance premium,-393.03,Business Checking,Insurance
2026-07-18,Materials,-365.34,Checking,Supplies
2026-07-19,Meals,-32.14,Checking,Meals
2026-07-19,Fuel,-231.83,Operating Checking,Fuel
2026-07-19,Team lunch,-15.83,Business Checking,Meals
2026-07-19,Invoice paid,7924.32,Checking,Sales Income
2026-07-20,Retainer payment,4656.09,Operating Checking,Sales Income
2026-07-20,Team lunch,-133.18,Business Checking,Meals
2026-07-20,Invoice paid,7610.78,Operating Checking,Sales Income
2026-07-21,Project deposit,2970.14,Checking,Sales Income
2026-07-21,Marketing,-381.26,Business Checking,Marketing
2026-07-21,Retainer payment,7947.2,Business Checking,Sales Income
2026-07-21,Shop supplies,-118.65,Checking,Supplies
2026-07-22,Software subscription,-265.23,Checking,Hosting
2026-07-22,Shop supplies,-400.37,Operating Checking,Supplies
2026-07-22,Client payment,4708.99,Checking,Sales Income
2026-07-23,Software subscription,-372.89,Checking,Hosting
2026-07-23,Team lunch,-93.57,Business Checking,Meals
